dataset,seed_a,seed_b,layer_i,layer_j,same_depth,metric,value
cifar10,42,456,2,2,True,cosine,0.39839622378349304
cifar10,42,456,2,2,True,svcca,0.6656110213217474
cifar10,42,456,2,2,True,pwcca,0.858781132412783
cifar10,42,456,2,3,False,cka,0.901803731918335
cifar10,42,456,2,3,False,cosine,0.4132060706615448
cifar10,42,456,2,3,False,svcca,0.6577569712030964
cifar10,42,456,2,3,False,pwcca,0.860772756559953
cifar10,42,456,2,4,False,cka,0.832180917263031
cifar10,42,456,2,4,False,cosine,0.3833284080028534
cifar10,42,456,2,4,False,svcca,0.6560384513521832
cifar10,42,456,2,4,False,pwcca,0.8614451718153511
cifar10,42,456,3,1,False,cka,0.8326308131217957
cifar10,42,456,3,1,False,cosine,0.2742563486099243
cifar10,42,456,3,1,False,svcca,0.737862777843103
cifar10,42,456,3,1,False,pwcca,0.8772018542907762
cifar10,42,456,3,2,False,cka,0.9006737470626831
cifar10,42,456,3,2,False,cosine,0.35415518283843994
cifar10,42,456,3,2,False,svcca,0.6502055463121018
cifar10,42,456,3,2,False,pwcca,0.9021503210224182
cifar10,42,456,3,3,True,cka,0.9448323845863342
cifar10,42,456,3,3,True,cosine,0.3679557740688324
cifar10,42,456,3,3,True,svcca,0.6575404047408783
cifar10,42,456,3,3,True,pwcca,0.9046806946074519
cifar10,42,456,3,4,False,cka,0.9107640981674194
cifar10,42,456,3,4,False,cosine,0.3635074496269226
cifar10,42,456,3,4,False,svcca,0.6544170424339938
cifar10,42,456,3,4,False,pwcca,0.8720273606098708
cifar10,42,456,4,1,False,cka,0.7467377185821533
cifar10,42,456,4,1,False,cosine,0.2622773051261902
cifar10,42,456,4,1,False,svcca,0.6959116491940652
cifar10,42,456,4,1,False,pwcca,0.8451013218919639
cifar10,42,456,4,2,False,cka,0.8380576968193054
cifar10,42,456,4,2,False,cosine,0.36405089497566223
cifar10,42,456,4,2,False,svcca,0.6437482059004074
cifar10,42,456,4,2,False,pwcca,0.9144652394741388
cifar10,42,456,4,3,False,cka,0.9227720499038696
cifar10,42,456,4,3,False,cosine,0.3905695378780365
cifar10,42,456,4,3,False,svcca,0.6548738590192257
cifar10,42,456,4,3,False,pwcca,0.9189061514897646
cifar10,42,456,4,4,True,cka,0.951257050037384
cifar10,42,456,4,4,True,cosine,0.36278092861175537
cifar10,42,456,4,4,True,svcca,0.6537116030961169
cifar10,42,456,4,4,True,pwcca,0.9204466007826837
cifar10,123,456,1,1,True,cka,0.952806830406189
cifar10,123,456,1,1,True,cosine,0.18124975264072418
cifar10,123,456,1,1,True,svcca,0.6998969087640341
cifar10,123,456,1,1,True,pwcca,0.8850464461491657
cifar10,123,456,1,2,False,cka,0.9266530871391296
cifar10,123,456,1,2,False,cosine,0.20095707476139069
cifar10,123,456,1,2,False,svcca,0.7904634590663827
cifar10,123,456,1,2,False,pwcca,0.9179868974765271
cifar10,123,456,1,3,False,cka,0.858814537525177
cifar10,123,456,1,3,False,cosine,0.2356642186641693
cifar10,123,456,1,3,False,svcca,0.7619585564183978
cifar10,123,456,1,3,False,pwcca,0.903093292044853
cifar10,123,456,1,4,False,cka,0.7687755823135376
cifar10,123,456,1,4,False,cosine,0.2340283989906311
cifar10,123,456,1,4,False,svcca,0.7254243754844828
cifar10,123,456,1,4,False,pwcca,0.879936802352211
cifar10,123,456,2,1,False,cka,0.9262022376060486
cifar10,123,456,2,1,False,cosine,0.2479700893163681
cifar10,123,456,2,1,False,svcca,0.7587892097100262
cifar10,123,456,2,1,False,pwcca,0.886754304514183
cifar10,123,456,2,2,True,cka,0.946831464767456
cifar10,123,456,2,2,True,cosine,0.31467801332473755
cifar10,123,456,2,2,True,svcca,0.6562585923425572
cifar10,123,456,2,2,True,pwcca,0.8546518722170109
cifar10,123,456,2,3,False,cka,0.9079843163490295
cifar10,123,456,2,3,False,cosine,0.36375918984413147
cifar10,123,456,2,3,False,svcca,0.6513371133199982
cifar10,123,456,2,3,False,pwcca,0.8559159477576125
cifar10,123,456,2,4,False,cka,0.8210975527763367
cifar10,123,456,2,4,False,cosine,0.35858917236328125
cifar10,123,456,2,4,False,svcca,0.6419791802881164
cifar10,123,456,2,4,False,pwcca,0.8445178064211678
cifar10,123,456,3,1,False,cka,0.8543180823326111
cifar10,123,456,3,1,False,cosine,0.2735334038734436
cifar10,123,456,3,1,False,svcca,0.7249089819414003
cifar10,123,456,3,1,False,pwcca,0.8632796748621382
cifar10,123,456,3,2,False,cka,0.9176807403564453
cifar10,123,456,3,2,False,cosine,0.32023686170578003
cifar10,123,456,3,2,False,svcca,0.6516571677454018
cifar10,123,456,3,2,False,pwcca,0.9016367303428361
cifar10,123,456,3,3,True,cka,0.9371913075447083
cifar10,123,456,3,3,True,cosine,0.3901793658733368
cifar10,123,456,3,3,True,svcca,0.6544490200773911
cifar10,123,456,3,3,True,pwcca,0.9032370643095236
cifar10,123,456,3,4,False,cka,0.8724693655967712
cifar10,123,456,3,4,False,cosine,0.3584001660346985
cifar10,123,456,3,4,False,svcca,0.6467454459193251
cifar10,123,456,3,4,False,pwcca,0.8706643274305738
cifar10,123,456,4,1,False,cka,0.743230402469635
cifar10,123,456,4,1,False,cosine,0.2985432744026184
cifar10,123,456,4,1,False,svcca,0.7102539867014664
cifar10,123,456,4,1,False,pwcca,0.8523359183176623
cifar10,123,456,4,2,False,cka,0.8398646116256714
cifar10,123,456,4,2,False,cosine,0.3341519832611084
cifar10,123,456,4,2,False,svcca,0.6288242990747626
cifar10,123,456,4,2,False,pwcca,0.9095607234852875
cifar10,123,456,4,3,False,cka,0.9225054383277893
cifar10,123,456,4,3,False,cosine,0.37393832206726074
cifar10,123,456,4,3,False,svcca,0.6459123200047246
cifar10,123,456,4,3,False,pwcca,0.9159192155586027
cifar10,123,456,4,4,True,cka,0.9274868965148926
cifar10,123,456,4,4,True,cosine,0.3476586937904358
cifar10,123,456,4,4,True,svcca,0.6682185638842427
cifar10,123,456,4,4,True,pwcca,0.88367774240223
